# t m[0] m[1] m[2] m[3] m[4] m[5] m[6] m[7] m[8] m[9] m[10] m[11] m[12] m[13] m[14] m[15] m[16] m[17] m[18] m[19]
1.330000000000000073e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.027166373526215981e+00 0.000000000000000000e+00 3.336524358234884691e+00 0.000000000000000000e+00 1.853039966999008215e+01 0.000000000000000000e+00 1.470094707583525064e+02 0.000000000000000000e+00 1.525294544607562557e+03 0.000000000000000000e+00 1.963472702039389696e+04 0.000000000000000000e+00 3.027697785191428848e+05 0.000000000000000000e+00 5.454027214601939544e+06 0.000000000000000000e+00 1.126295465997174680e+08 0.000000000000000000e+00
1.340000000000000045e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.027370631973781423e+00 0.000000000000000000e+00 3.339135089786628985e+00 0.000000000000000000e+00 1.855906710610749144e+01 0.000000000000000000e+00 1.473700408107089004e+02 0.000000000000000000e+00 1.530597773279505418e+03 0.000000000000000000e+00 1.972513783770706505e+04 0.000000000000000000e+00 3.045335191060671350e+05 0.000000000000000000e+00 5.492919159015783109e+06 0.000000000000000000e+00 1.135885601543735564e+08 0.000000000000000000e+00
1.350000000000000017e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.027574890421347087e+00 0.000000000000000000e+00 3.341747033274084622e+00 0.000000000000000000e+00 1.858776736725947742e+01 0.000000000000000000e+00 1.477313260399395176e+02 0.000000000000000000e+00 1.535916647987426586e+03 0.000000000000000000e+00 1.981591277792848996e+04 0.000000000000000000e+00 3.063064353387897718e+05 0.000000000000000000e+00 5.532062573710750788e+06 0.000000000000000000e+00 1.145550642836382687e+08 0.000000000000000000e+00
1.359999999999999989e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.027779148868912529e+00 0.000000000000000000e+00 3.344360188938204637e+00 0.000000000000000000e+00 1.861650047912249661e+01 0.000000000000000000e+00 1.480933275520139034e+02 0.000000000000000000e+00 1.541251207088382216e+03 0.000000000000000000e+00 1.990705310639625168e+04 0.000000000000000000e+00 3.080885694435499026e+05 0.000000000000000000e+00 5.571458922681710683e+06 0.000000000000000000e+00 1.155291123664991260e+08 0.000000000000000000e+00
1.369999999999999961e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.027983407316478193e+00 0.000000000000000000e+00 3.346974557019942509e+00 0.000000000000000000e+00 1.864526646738490712e+01 0.000000000000000000e+00 1.484560464541673923e+02 0.000000000000000000e+00 1.546601489015474272e+03 0.000000000000000000e+00 1.999856009217967221e+04 0.000000000000000000e+00 3.098799638165559736e+05 0.000000000000000000e+00 5.611109677535231225e+06 0.000000000000000000e+00 1.165107581268642545e+08 0.000000000000000000e+00
1.379999999999999933e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.028187665764043635e+00 0.000000000000000000e+00 3.349590137760250386e+00 0.000000000000000000e+00 1.867406535774699705e+01 0.000000000000000000e+00 1.488194838549022734e+02 0.000000000000000000e+00 1.551967532277968985e+03 0.000000000000000000e+00 2.009043500808847602e+04 0.000000000000000000e+00 3.116806610245762859e+05 0.000000000000000000e+00 5.651016317524594255e+06 0.000000000000000000e+00 1.175000556355690360e+08 0.000000000000000000e+00
1.389999999999999905e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.028391924211609076e+00 0.000000000000000000e+00 3.352206931400081746e+00 0.000000000000000000e+00 1.870289717592097389e+01 0.000000000000000000e+00 1.491836408639886713e+02 0.000000000000000000e+00 1.557349375461414638e+03 0.000000000000000000e+00 2.018267913068193593e+04 0.000000000000000000e+00 3.134907038055307930e+05 0.000000000000000000e+00 5.691180329584943131e+06 0.000000000000000000e+00 1.184970593123934567e+08 0.000000000000000000e+00
1.399999999999999877e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.028596182659174740e+00 0.000000000000000000e+00 3.354824938180390070e+00 0.000000000000000000e+00 1.873176194763096092e+01 0.000000000000000000e+00 1.495485185924656548e+02 0.000000000000000000e+00 1.562747057227758432e+03 0.000000000000000000e+00 2.027529374027805898e+04 0.000000000000000000e+00 3.153101350690855179e+05 0.000000000000000000e+00 5.731603208368573338e+06 0.000000000000000000e+00 1.195018239280896932e+08 0.000000000000000000e+00
1.409999999999999849e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.028800441106740182e+00 0.000000000000000000e+00 3.357444158342127505e+00 0.000000000000000000e+00 1.876065969861301141e+01 0.000000000000000000e+00 1.499141181526421462e+02 0.000000000000000000e+00 1.568160616315466314e+03 0.000000000000000000e+00 2.036828012096279417e+04 0.000000000000000000e+00 3.171389978972474928e+05 0.000000000000000000e+00 5.772286456280365586e+06 0.000000000000000000e+00 1.205144046064204276e+08 0.000000000000000000e+00
1.419999999999999821e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.029004699554305846e+00 0.000000000000000000e+00 3.360064592126247973e+00 0.000000000000000000e+00 1.878959045461511579e+01 0.000000000000000000e+00 1.502804406580979162e+02 0.000000000000000000e+00 1.573590091539638706e+03 0.000000000000000000e+00 2.046163956059922930e+04 0.000000000000000000e+00 3.189773355449623195e+05 0.000000000000000000e+00 5.813231583513359539e+06 0.000000000000000000e+00 1.215348568262076080e+08 0.000000000000000000e+00
1.430000000000000064e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.029208958001871288e+00 0.000000000000000000e+00 3.362686239773704511e+00 0.000000000000000000e+00 1.881855424139717670e+01 0.000000000000000000e+00 1.506474872236845499e+02 0.000000000000000000e+00 1.579035521792131021e+03 0.000000000000000000e+00 2.055537335083683865e+04 0.000000000000000000e+00 3.208251914407134755e+05 0.000000000000000000e+00 5.854440108084475622e+06 0.000000000000000000e+00 1.225632364233918190e+08 0.000000000000000000e+00
1.440000000000000036e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.029413216449436730e+00 0.000000000000000000e+00 3.365309101525449709e+00 0.000000000000000000e+00 1.884755108473104457e+01 0.000000000000000000e+00 1.510152589655265558e+02 0.000000000000000000e+00 1.584496946041669617e+03 0.000000000000000000e+00 2.064948278712071624e+04 0.000000000000000000e+00 3.226826091871226672e+05 0.000000000000000000e+00 5.895913555870371871e+06 0.000000000000000000e+00 1.235995995931023955e+08 0.000000000000000000e+00
1.450000000000000009e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.029617474897002394e+00 0.000000000000000000e+00 3.367933177622437046e+00 0.000000000000000000e+00 1.887658101040049985e+01 0.000000000000000000e+00 1.513837570010222464e+02 0.000000000000000000e+00 1.589974403333972532e+03 0.000000000000000000e+00 2.074396916870088535e+04 0.000000000000000000e+00 3.245496325615528040e+05 0.000000000000000000e+00 5.937653460643450730e+06 0.000000000000000000e+00 1.246440028917382658e+08 0.000000000000000000e+00
1.459999999999999981e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.029821733344567836e+00 0.000000000000000000e+00 3.370558468305619115e+00 0.000000000000000000e+00 1.890564404420126010e+01 0.000000000000000000e+00 1.517529824488447332e+02 0.000000000000000000e+00 1.595467932791867497e+03 0.000000000000000000e+00 2.083883379864154267e+04 0.000000000000000000e+00 3.264263055167126004e+05 0.000000000000000000e+00 5.979661364108009264e+06 0.000000000000000000e+00 1.256965032390594780e+08 0.000000000000000000e+00
1.469999999999999953e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.030025991792133500e+00 0.000000000000000000e+00 3.373184973815949839e+00 0.000000000000000000e+00 1.893474021194098000e+01 0.000000000000000000e+00 1.521229364289430350e+02 0.000000000000000000e+00 1.600977573615409710e+03 0.000000000000000000e+00 2.093407798383038607e+04 0.000000000000000000e+00 3.283126721812619362e+05 0.000000000000000000e+00 6.021938815936534666e+06 0.000000000000000000e+00 1.267571579202895164e+08 0.000000000000000000e+00
1.479999999999999925e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.030230250239698941e+00 0.000000000000000000e+00 3.375812694394380920e+00 0.000000000000000000e+00 1.896386953943926201e+01 0.000000000000000000e+00 1.524936200625429024e+02 0.000000000000000000e+00 1.606503365082001437e+03 0.000000000000000000e+00 2.102970303498795693e+04 0.000000000000000000e+00 3.302087768604205921e+05 0.000000000000000000e+00 6.064487373806138523e+06 0.000000000000000000e+00 1.278260245882287323e+08 0.000000000000000000e+00
1.489999999999999897e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.030434508687264605e+00 0.000000000000000000e+00 3.378441630281866725e+00 0.000000000000000000e+00 1.899303205252765281e+01 0.000000000000000000e+00 1.528650344721479826e+02 0.000000000000000000e+00 1.612045346546511155e+03 0.000000000000000000e+00 2.112571026667694241e+04 0.000000000000000000e+00 3.321146640365776257e+05 0.000000000000000000e+00 6.107308603435146622e+06 0.000000000000000000e+00 1.289031612653783262e+08 0.000000000000000000e+00
1.499999999999999869e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.030638767134830047e+00 0.000000000000000000e+00 3.381071781719359848e+00 0.000000000000000000e+00 1.902222777704963974e+01 0.000000000000000000e+00 1.532371807815407010e+02 0.000000000000000000e+00 1.617603557441393377e+03 0.000000000000000000e+00 2.122210099731157970e+04 0.000000000000000000e+00 3.340303783699027263e+05 0.000000000000000000e+00 6.150404078619829379e+06 0.000000000000000000e+00 1.299886263460756093e+08 0.000000000000000000e+00
1.509999999999999841e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.030843025582395489e+00 0.000000000000000000e+00 3.383703148947813322e+00 0.000000000000000000e+00 1.905145673886066859e+01 0.000000000000000000e+00 1.536100601157832557e+02 0.000000000000000000e+00 1.623178037276805753e+03 0.000000000000000000e+00 2.131887654916701285e+04 0.000000000000000000e+00 3.359559646989598405e+05 0.000000000000000000e+00 6.193775381271279417e+06 0.000000000000000000e+00 1.310824785986400545e+08 0.000000000000000000e+00
1.519999999999999813e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.031047284029961153e+00 0.000000000000000000e+00 3.386335732208180183e+00 0.000000000000000000e+00 1.908071896382812582e+01 0.000000000000000000e+00 1.539836736012186975e+02 0.000000000000000000e+00 1.628768825640730938e+03 0.000000000000000000e+00 2.141603824838869332e+04 0.000000000000000000e+00 3.378914680413220776e+05 0.000000000000000000e+00 6.237424101452438161e+06 0.000000000000000000e+00 1.321847771675305814e+08 0.000000000000000000e+00
1.530000000000000056e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.031251542477526595e+00 0.000000000000000000e+00 3.388969531741413466e+00 0.000000000000000000e+00 1.911001447783136342e+01 0.000000000000000000e+00 1.543580223654719248e+02 0.000000000000000000e+00 1.634375962199095284e+03 0.000000000000000000e+00 2.151358742500180961e+04 0.000000000000000000e+00 3.398369335941885365e+05 0.000000000000000000e+00 6.281351837415268645e+06 0.000000000000000000e+00 1.332955815755138695e+08 0.000000000000000000e+00
1.540000000000000028e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.031455800925092259e+00 0.000000000000000000e+00 3.391604547788466206e+00 0.000000000000000000e+00 1.913934330676168116e+01 0.000000000000000000e+00 1.547331075374504508e+02 0.000000000000000000e+00 1.639999486695887981e+03 0.000000000000000000e+00 2.161152541292071328e+04 0.000000000000000000e+00 3.417924067350029945e+05 0.000000000000000000e+00 6.325560195638076402e+06 0.000000000000000000e+00 1.344149517258437872e+08 0.000000000000000000e+00
1.550000000000000000e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.031660059372657701e+00 0.000000000000000000e+00 3.394240780590291884e+00 0.000000000000000000e+00 1.916870547652234080e+01 0.000000000000000000e+00 1.551089302473458247e+02 0.000000000000000000e+00 1.645639438953281342e+03 0.000000000000000000e+00 2.170985354995838134e+04 0.000000000000000000e+00 3.437579330220748088e+05 0.000000000000000000e+00 6.370050790862983093e+06 0.000000000000000000e+00 1.355429479044522047e+08 0.000000000000000000e+00
1.559999999999999972e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.031864317820223143e+00 0.000000000000000000e+00 3.396878230387843534e+00 0.000000000000000000e+00 1.919810101302856964e+01 0.000000000000000000e+00 1.554854916266342002e+02 0.000000000000000000e+00 1.651295858871751534e+03 0.000000000000000000e+00 2.180857317783587496e+04 0.000000000000000000e+00 3.457335581952005741e+05 0.000000000000000000e+00 6.414825246133543551e+06 0.000000000000000000e+00 1.366796307821509838e+08 0.000000000000000000e+00
1.569999999999999944e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.032068576267788806e+00 0.000000000000000000e+00 3.399516897422073303e+00 0.000000000000000000e+00 1.922752994220755340e+01 0.000000000000000000e+00 1.558627928080776428e+02 0.000000000000000000e+00 1.656968786430197270e+03 0.000000000000000000e+00 2.190768564219185646e+04 0.000000000000000000e+00 3.477193281762888655e+05 0.000000000000000000e+00 6.459885192832515575e+06 0.000000000000000000e+00 1.378250614168451726e+08 0.000000000000000000e+00
1.579999999999999916e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.032272834715354248e+00 0.000000000000000000e+00 3.402156781933935559e+00 0.000000000000000000e+00 1.925699228999843626e+01 0.000000000000000000e+00 1.562408349257249540e+02 0.000000000000000000e+00 1.662658261686061223e+03 0.000000000000000000e+00 2.200719229259207714e+04 0.000000000000000000e+00 3.497152890699857380e+05 0.000000000000000000e+00 6.505232270719784312e+06 0.000000000000000000e+00 1.389793012557577491e+08 0.000000000000000000e+00
1.589999999999999888e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.032477093162919912e+00 0.000000000000000000e+00 3.404797884164382449e+00 0.000000000000000000e+00 1.928648808235234924e+01 0.000000000000000000e+00 1.566196191149127230e+02 0.000000000000000000e+00 1.668364324775450086e+03 0.000000000000000000e+00 2.210709448253891605e+04 0.000000000000000000e+00 3.517214871643027291e+05 0.000000000000000000e+00 6.550868127970427275e+06 0.000000000000000000e+00 1.401424121376657784e+08 0.000000000000000000e+00
1.599999999999999860e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.032681351610485354e+00 0.000000000000000000e+00 3.407440204354367008e+00 0.000000000000000000e+00 1.931601734523238179e+01 0.000000000000000000e+00 1.569991465122663499e+02 0.000000000000000000e+00 1.674087015913254845e+03 0.000000000000000000e+00 2.220739356948092609e+04 0.000000000000000000e+00 3.537379689312466653e+05 0.000000000000000000e+00 6.596794421212940477e+06 0.000000000000000000e+00 1.413144562951478958e+08 0.000000000000000000e+00
1.609999999999999832e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.032885610058050796e+00 0.000000000000000000e+00 3.410083742744843160e+00 0.000000000000000000e+00 1.934558010461359601e+01 0.000000000000000000e+00 1.573794182557010686e+02 0.000000000000000000e+00 1.679826375393271974e+03 0.000000000000000000e+00 2.230809091482241638e+04 0.000000000000000000e+00 3.557647810274508083e+05 0.000000000000000000e+00 6.643012815567614511e+06 0.000000000000000000e+00 1.424954963568434417e+08 0.000000000000000000e+00
1.619999999999999804e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.033089868505616460e+00 0.000000000000000000e+00 3.412728499576763053e+00 0.000000000000000000e+00 1.937517638648303375e+01 0.000000000000000000e+00 1.577604354844227714e+02 0.000000000000000000e+00 1.685582443588323031e+03 0.000000000000000000e+00 2.240918788393300565e+04 0.000000000000000000e+00 3.578019702948079212e+05 0.000000000000000000e+00 6.689524984685054980e+06 0.000000000000000000e+00 1.436855953497231603e+08 0.000000000000000000e+00
1.630000000000000047e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.033294126953181902e+00 0.000000000000000000e+00 3.415374475091080608e+00 0.000000000000000000e+00 1.940480621683971307e+01 0.000000000000000000e+00 1.581421993389293448e+02 0.000000000000000000e+00 1.691355260950377897e+03 0.000000000000000000e+00 2.251068584615725558e+04 0.000000000000000000e+00 3.598495837611062452e+05 0.000000000000000000e+00 6.736332610784874298e+06 0.000000000000000000e+00 1.448848167013715208e+08 0.000000000000000000e+00
1.640000000000000019e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.033498385400747566e+00 0.000000000000000000e+00 3.418021669528747974e+00 0.000000000000000000e+00 1.943446962169463177e+01 0.000000000000000000e+00 1.585247109610112943e+02 0.000000000000000000e+00 1.697144868010673463e+03 0.000000000000000000e+00 2.261258617482427508e+04 0.000000000000000000e+00 3.619076686406654771e+05 0.000000000000000000e+00 6.783437384694507346e+06 0.000000000000000000e+00 1.460932242422806919e+08 0.000000000000000000e+00
1.649999999999999991e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.033702643848313008e+00 0.000000000000000000e+00 3.420670083130719075e+00 0.000000000000000000e+00 1.946416662707076739e+01 0.000000000000000000e+00 1.589079714937529957e+02 0.000000000000000000e+00 1.702951305379835958e+03 0.000000000000000000e+00 2.271489024725739000e+04 0.000000000000000000e+00 3.639762723349763546e+05 0.000000000000000000e+00 6.830841005888217129e+06 0.000000000000000000e+00 1.473108822081562579e+08 0.000000000000000000e+00
1.659999999999999963e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.033906902295878671e+00 0.000000000000000000e+00 3.423319716137946500e+00 0.000000000000000000e+00 1.949389725900308434e+01 0.000000000000000000e+00 1.592919820815336038e+02 0.000000000000000000e+00 1.708774613748002594e+03 0.000000000000000000e+00 2.281759944478376201e+04 0.000000000000000000e+00 3.660554424333410570e+05 0.000000000000000000e+00 6.878545182526225224e+06 0.000000000000000000e+00 1.485378552422348559e+08 0.000000000000000000e+00
1.669999999999999935e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.034111160743444113e+00 0.000000000000000000e+00 3.425970568791383286e+00 0.000000000000000000e+00 1.952366154353854100e+01 0.000000000000000000e+00 1.596767438700281900e+02 0.000000000000000000e+00 1.714614833884942527e+03 0.000000000000000000e+00 2.292071515274410922e+04 0.000000000000000000e+00 3.681452267135158181e+05 0.000000000000000000e+00 6.926551631494012661e+06 0.000000000000000000e+00 1.497742083976134658e+08 0.000000000000000000e+00
1.679999999999999907e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.034315419191009555e+00 0.000000000000000000e+00 3.428622641331982468e+00 0.000000000000000000e+00 1.955345950673607547e+01 0.000000000000000000e+00 1.600622580062084239e+02 0.000000000000000000e+00 1.720472006640178506e+03 0.000000000000000000e+00 2.302423876050238323e+04 0.000000000000000000e+00 3.702456731423551682e+05 0.000000000000000000e+00 6.974862078441772610e+06 0.000000000000000000e+00 1.510200071395907104e+08 0.000000000000000000e+00
1.689999999999999879e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.034519677638575219e+00 0.000000000000000000e+00 3.431275934000697525e+00 0.000000000000000000e+00 1.958329117466662339e+01 0.000000000000000000e+00 1.604485256383439946e+02 0.000000000000000000e+00 1.726346172943108741e+03 0.000000000000000000e+00 2.312817166145548254e+04 0.000000000000000000e+00 3.723568298764585052e+05 0.000000000000000000e+00 7.023478257824021392e+06 0.000000000000000000e+00 1.522753173480200171e+08 0.000000000000000000e+00
1.699999999999999851e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.034723936086140661e+00 0.000000000000000000e+00 3.433930447038481049e+00 0.000000000000000000e+00 1.961315657341311436e+01 0.000000000000000000e+00 1.608355479160032928e+02 0.000000000000000000e+00 1.732237373803129231e+03 0.000000000000000000e+00 2.323251525304301686e+04 0.000000000000000000e+00 3.744787452628182946e+05 0.000000000000000000e+00 7.072401912939356640e+06 0.000000000000000000e+00 1.535402053196750283e+08 0.000000000000000000e+00
1.709999999999999823e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.034928194533706325e+00 0.000000000000000000e+00 3.436586180686286518e+00 0.000000000000000000e+00 1.964305572907046837e+01 0.000000000000000000e+00 1.612233259900545761e+02 0.000000000000000000e+00 1.738145650309754956e+03 0.000000000000000000e+00 2.333727093675703509e+04 0.000000000000000000e+00 3.766114678394696675e+05 0.000000000000000000e+00 7.121634795970387757e+06 0.000000000000000000e+00 1.548147377706266046e+08 0.000000000000000000e+00
1.719999999999999795e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.035132452981271767e+00 0.000000000000000000e+00 3.439243135185066524e+00 0.000000000000000000e+00 1.967298866774561361e+01 0.000000000000000000e+00 1.616118610126668784e+02 0.000000000000000000e+00 1.744071043632742885e+03 0.000000000000000000e+00 2.344244011815180056e+04 0.000000000000000000e+00 3.787550463361429283e+05 0.000000000000000000e+00 7.171178668023815379e+06 0.000000000000000000e+00 1.560989818386326134e+08 0.000000000000000000e+00
1.730000000000000038e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.035336711428837209e+00 0.000000000000000000e+00 3.441901310775774547e+00 0.000000000000000000e+00 1.970295541555747576e+01 0.000000000000000000e+00 1.620011541373111186e+02 0.000000000000000000e+00 1.750013595022213849e+03 0.000000000000000000e+00 2.354802420685362085e+04 0.000000000000000000e+00 3.809095296749169938e+05 0.000000000000000000e+00 7.221035299170666374e+06 0.000000000000000000e+00 1.573930050855392218e+08 0.000000000000000000e+00
1.740000000000000010e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.035540969876402873e+00 0.000000000000000000e+00 3.444560707699364066e+00 0.000000000000000000e+00 1.973295599863698513e+01 0.000000000000000000e+00 1.623912065187610665e+02 0.000000000000000000e+00 1.755973345808775093e+03 0.000000000000000000e+00 2.365402461657060485e+04 0.000000000000000000e+00 3.830749669708752772e+05 0.000000000000000000e+00 7.271206468486690894e+06 0.000000000000000000e+00 1.586968754996945858e+08 0.000000000000000000e+00
1.749999999999999982e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.035745228323968314e+00 0.000000000000000000e+00 3.447221326196786784e+00 0.000000000000000000e+00 1.976299044312707665e+01 0.000000000000000000e+00 1.627820193130942812e+02 0.000000000000000000e+00 1.761950337403642834e+03 0.000000000000000000e+00 2.376044276510254349e+04 0.000000000000000000e+00 3.852514075327633182e+05 0.000000000000000000e+00 7.321693964092927054e+06 0.000000000000000000e+00 1.600106614983754456e+08 0.000000000000000000e+00
1.759999999999999954e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.035949486771533978e+00 0.000000000000000000e+00 3.449883166508997068e+00 0.000000000000000000e+00 1.979305877518269341e+01 0.000000000000000000e+00 1.631735936776932476e+02 0.000000000000000000e+00 1.767944611298764812e+03 0.000000000000000000e+00 2.386728007435074323e+04 0.000000000000000000e+00 3.874389008636482758e+05 0.000000000000000000e+00 7.372499583196409047e+06 0.000000000000000000e+00 1.613344319302250147e+08 0.000000000000000000e+00
1.769999999999999926e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.036153745219099420e+00 0.000000000000000000e+00 3.452546228876947509e+00 0.000000000000000000e+00 1.982316102097079025e+01 0.000000000000000000e+00 1.635659307712462294e+02 0.000000000000000000e+00 1.773956209066944439e+03 0.000000000000000000e+00 2.397453797032788498e+04 0.000000000000000000e+00 3.896374966615804005e+05 0.000000000000000000e+00 7.423625132131051272e+06 0.000000000000000000e+00 1.626682560777040720e+08 0.000000000000000000e+00
1.779999999999999898e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.036358003666665084e+00 0.000000000000000000e+00 3.455210513541591144e+00 0.000000000000000000e+00 1.985329720667033726e+01 0.000000000000000000e+00 1.639590317537484623e+02 0.000000000000000000e+00 1.779985172361961531e+03 0.000000000000000000e+00 2.408221788316794118e+04 0.000000000000000000e+00 3.918472448202560190e+05 0.000000000000000000e+00 7.475072426398679614e+06 0.000000000000000000e+00 1.640122036595541537e+08 0.000000000000000000e+00
1.789999999999999870e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.036562262114230526e+00 0.000000000000000000e+00 3.457876020743881007e+00 0.000000000000000000e+00 1.988346735847231628e+01 0.000000000000000000e+00 1.643528977865029788e+02 0.000000000000000000e+00 1.786031542918697596e+03 0.000000000000000000e+00 2.419032124713606026e+04 0.000000000000000000e+00 3.940681954296835465e+05 0.000000000000000000e+00 7.526843290710240602e+06 0.000000000000000000e+00 1.653663448332731724e+08 0.000000000000000000e+00
1.799999999999999842e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.036766520561795968e+00 0.000000000000000000e+00 3.460542750724770578e+00 0.000000000000000000e+00 1.991367150257973506e+01 0.000000000000000000e+00 1.647475300321216878e+02 0.000000000000000000e+00 1.792095362553257473e+03 0.000000000000000000e+00 2.429884950063850192e+04 0.000000000000000000e+00 3.963003987768500810e+05 0.000000000000000000e+00 7.578939559027154930e+06 0.000000000000000000e+00 1.667307501976040304e+08 0.000000000000000000e+00
1.809999999999999814e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.036970779009361632e+00 0.000000000000000000e+00 3.463210703725212447e+00 0.000000000000000000e+00 1.994390966520761310e+01 0.000000000000000000e+00 1.651429296545265402e+02 0.000000000000000000e+00 1.798176673163094165e+03 0.000000000000000000e+00 2.440780408623259791e+04 0.000000000000000000e+00 3.985439053463904420e+05 0.000000000000000000e+00 7.631363074602846056e+06 0.000000000000000000e+00 1.681054907950352430e+08 0.000000000000000000e+00
1.819999999999999786e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.037175037456927074e+00 0.000000000000000000e+00 3.465879879986159651e+00 0.000000000000000000e+00 1.997418187258299227e+01 0.000000000000000000e+00 1.655390978189502107e+02 0.000000000000000000e+00 1.804275516727132072e+03 0.000000000000000000e+00 2.451718645063670192e+04 0.000000000000000000e+00 4.007987658212590031e+05 0.000000000000000000e+00 7.684115690024429932e+06 0.000000000000000000e+00 1.694906381143147051e+08 0.000000000000000000e+00
1.830000000000000029e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.037379295904492738e+00 0.000000000000000000e+00 3.468550279748565224e+00 0.000000000000000000e+00 2.000448815094494392e+01 0.000000000000000000e+00 1.659360356919374624e+02 0.000000000000000000e+00 1.810391935305889547e+03 0.000000000000000000e+00 2.462699804474018310e+04 0.000000000000000000e+00 4.030650310834014090e+05 0.000000000000000000e+00 7.737199267254561186e+06 0.000000000000000000e+00 1.708862640929760337e+08 0.000000000000000000e+00
1.840000000000000001e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.037583554352058179e+00 0.000000000000000000e+00 3.471221903253383090e+00 0.000000000000000000e+00 2.003482852654457247e+01 0.000000000000000000e+00 1.663337444413458286e+02 0.000000000000000000e+00 1.816525971041604180e+03 0.000000000000000000e+00 2.473724032361343052e+04 0.000000000000000000e+00 4.053427522144305985e+05 0.000000000000000000e+00 7.790615677673451602e+06 0.000000000000000000e+00 1.722924411198774576e+08 0.000000000000000000e+00
1.849999999999999973e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.037787812799623621e+00 0.000000000000000000e+00 3.473894750741565396e+00 0.000000000000000000e+00 2.006520302564499758e+01 0.000000000000000000e+00 1.667322252363468920e+02 0.000000000000000000e+00 1.822677666158355805e+03 0.000000000000000000e+00 2.484791474651789031e+04 0.000000000000000000e+00 4.076319804963031784e+05 0.000000000000000000e+00 7.844366802121055312e+06 0.000000000000000000e+00 1.737092420377541780e+08 0.000000000000000000e+00
1.859999999999999945e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.037992071247189285e+00 0.000000000000000000e+00 3.476568822454065177e+00 0.000000000000000000e+00 2.009561167452138619e+01 0.000000000000000000e+00 1.671314792474271655e+02 0.000000000000000000e+00 1.828847062962191785e+03 0.000000000000000000e+00 2.495902277691609197e+04 0.000000000000000000e+00 4.099327674119983567e+05 0.000000000000000000e+00 7.898454530939411372e+06 0.000000000000000000e+00 1.751367401457828283e+08 0.000000000000000000e+00
1.869999999999999917e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.038196329694754727e+00 0.000000000000000000e+00 3.479244118631835914e+00 0.000000000000000000e+00 2.012605449946093117e+01 0.000000000000000000e+00 1.675315076463891444e+02 0.000000000000000000e+00 1.835034203841249564e+03 0.000000000000000000e+00 2.507056588248171829e+04 0.000000000000000000e+00 4.122451646461986238e+05 0.000000000000000000e+00 7.952880764015153050e+06 0.000000000000000000e+00 1.765750092021594644e+08 0.000000000000000000e+00
